"id";"title";"year";"depth";"priority";"horizontalDepth"
"17722430038738891524";"A pedestrian agent model using relative coordinate systems";"2007"
"3806201477587288182";" Should a smoking question be added to the Australian 2021 census?";"2018"
"7125627073355758567";" Quantitative agent-based modeling of human interactions in space and time";"2007"
"17168333325770285621";" Structural and Behavioral Dimensions of Labour Supply in Europe in 2030";"2013"
"18146343065109108474";" Portfolio optimisation with higher moments of risk at the Pakistan Stock Exchange";"2017"
"14177424738084601157";"Occupant evacuation model based on cellular automata in fire";"2002"
"17909315205035876041";" Agent-based firmographic models: a simulation framework for the city of Hamilton";"NA"
"17360872363067973788";" Validation of spatiodemographic estimates produced through data fusion of small area census records and household microdata";"2017"
"6912976760894067375";"Earned Income Tax Credits for the Working Poor: The Weight of Ethical Justifications";"2014"
"13752705202791949806";"Evolution of land use-change modeling: routes of different schools of knowledge";"2017"
"76368885605964675";" The Effects of Reform Scenarios for Unemployment Benefits and Social Assistance on Work Incentives and Poverty in Lithuania";"NA"
"3061213262787276336";" Forty Years after Lee's Requiem: Are We beyond the Seven Sins?";"2014"
"8651768868690003155";"Modeling individual and group evacuation decisions during wildfires";"2019"
"13438428602798911201";"GIS and spatial planning";"1998"
"5334135222294269573";"A comparative analysis of cellular automata models for simulation of small urban areas in Galicia, NW Spain";"2012"
"3872545217082729927";" An approach to studying urban sustainability from within an ecological worldview";"2009"
"18270581651401379894";"Using ensembles of decision trees to predict transport mode choice decisions: Effects on predictive success and uncertainty estimates";"2014"
"949993132963275991";" Facing hazards and disasters: Understanding human dimensions";"2006"
"9484981737084430077";"Taxation, pensions, and demographic change";"2016"
"9066960970052326208";"Results from implementation of integrated transportation and land use models in metropolitan regions";"1998"
"6117608267603357215";" Utility maximization framework for opportunistic wireless electric vehicle charging";"2017"
"14340388644608990627";"Integrated risk management of safety and development on transportation corridors";"2015"
"8743616778710370167";"基于多 Agent 的蚂蚁觅食过程仿真研究";"2007"
"18417604126044275838";" Modeling choice of residential location and home type: recent movers in Austin Texas";"2008"
"2200911336674717445";"Can population differences explain the contrasting results of the Mwanza, Rakai, and Masaka HIV/sexually transmitted disease intervention trials?: A modeling study";"2004"
"3179208830188332081";" Cities as Systems: Node and Place Conflict across a Rail Transit Network";"2016"
"1925831424989533976";"Activity based travel demand model systems";"1998"
"5693982279914900684";"A segmented labour supply model estimation for the construction of a CGE microsimulation model: An application to the Philippines";"2012"
"9594890261959187872";"Accessibility analysis of the integrated transit system of Bogotá";"2016"
"6553568599781001094";"A utility model of land-use transition probability and its application";"1996"
"10949951634809809291";" MIKMOD-ESt-A Static Microsimulation Model for the Evaluation of Personal Income Taxation in Germany";"2010"
"6921301216685164911";"A fully distributed approach for plug-in electric vehicle charging";"2016"
"89859253281106498";" Ensayos sobre seguridad social y desigualdad";"2009"
"9854571387186543338";" マイクロシミュレーション型土地利用モデルにおける世帯と住宅のマッチング";"2009"
"4603843595467946770";"Framework for modeling mass disasters";"2010"
"9793246975295131291";" MIKMOD-ESt: A static microsimulation model of personal income taxation in Germany";"2012"
"2567531815188173311";" Modeling, Evaluation and Scale on artificial Pedestrians: A literature";"NA"
"6315672905161657326";" Сопоставительный анализ основных стилеобразующих элементов научного и публицистического стилей (на материале текстов экономической …";"2008"
"9667255316828161833";"Effects of WTO Membership on Income Distribution and Labour Movement in China-A CGE Analysis";"2005"
"868884453060086619";" Urban modelling";"1976"
"18080188996600207778";"Agent-based pedestrian cell transmission model for evacuation";"2018"
"12329849021878241801";"The superposition principle: A conceptual perspective on pedestrian stream simulations";"2016"
"6951511480201978870";"Activity–travel behaviour research: conceptual issues, state of the art, and emerging perspectives on behavioural analysis and simulation modelling";"2007"
"14284131356491718793";"Towards a multi-agent-based tool for the analysis of the social production and management processes in an urban ecosystem: An approach based on the integration …";"2014"
"1826712297539942127";" Una medida de eficiencia de mercado. Un enfoque de teoría de la información";"2014"
"12355039959918512674";"Znaczenie usprawnienia pasażerskich powiązań międzygałęziowych dla poprawy dostępności transportowej";"2012"
"1235257708443615164";" 地震人群疏散动力模型及仿真分析";"2016"
"1272890288495654076";"A technique for rapidly forecasting regional urban growth";"2011"
"1088197921495315385";" A simplified model-based approach for land use and transport planning";"NA"
"3831265094381737082";" Methodology for tour-based truck demand modeling";"2012"
"10465665680371041380";"Using an integrated assessment model for urban development to respond to climate change in cities";"2010"
"13649665312827212000";"An integrated macroeconomic model for assessing urban sustainability";"2005"
"13777139021243387109";" 区域综合交通可达性评价";"2012"
"11518945831099739346";"基于 CAS 的城市空间演化多主体模型方法研究";"2007"
"2529205214926808566";"AN ANALYSIS ON URBAN EXPANSION USING REMOTE SENSING DATA—CASE OF HARBIN, CHINA—";"2016"
"4615512959332005343";"A grey programming model for regional transit‐oriented development planning";"2008"
"13363229591455282010";"An Accessible City An investigation using GIS into the potential for further development of the proposed major cycleways network for Christchurch, New Zealand";"2015"
"11424026010020727735";"Modelling a signal controlled traffic stream using cellular automata";"2007"
"4563847908423130801";" An Agent for Supporting and Simulating Locations Decisions of Firms";"2008"
"1702126663098516809";"Land use and transport";"2013"
"11047376287577891248";"Effects of household structure and accessibility on travel";"2013"
"4834900966338248545";" Determinants and spatial patterns of adult overweight and hypertension in a high HIV prevalence rural South African population";"2012"
"17430282143873210894";" Impact of population relocation to city commerce: Micro-level estimation with validated agent-based model";"2015"
"12011565388217160511";"A Generalized ARFIMA Model with Smooth Transition Fractional Integration Parameter";"2018"
"5111418457341241582";"A case for real-time calibration of data-driven microscopic traffic simulation tools";"2012"
"6437594363122944902";"Fully Distributed Cooperative Charging for Plug-in Electric Vehicles in Constrained Power Networks";"2018"
"7083868300497840697";"New Challenges in Disaggregate Behavioral Modeling";"2011"
"6652685636444521121";"Queuing, social interactions, and the microstructure of financial markets";"2008"
"11837892068246111993";"基于可计算一般均衡模型的农业政策模拟研究";"2012"
"4064004941245850953";"The impacts of rail transit on future urban land use development: A case study in Wuhan, China";"2018"
"10944633451006670207";"Simulation of pedestrian movements using fine grid cellular automata model";"2014"
"9305041752394110574";"Commodity price dynamics and the nonlinear market impact of technical traders: empirical evidence for the US corn market";"2005"
"3740454068214053044";" Object-fine choice models for long-term decisions: which level of granularity is necessary? A review of literature";"2012"
"13332016599529989717";"Context and prospects for integrated urban models for metropolitan policy analysis and planning in developing countries: the case of metro manila";"2005"
"15730749150347922264";" Microscopic simulation of pedestrian flows";"NA"
"13101618907534792695";"How much is the bill? Simulating selected proposals for income policy adjustments during the 2017 Bulgarian parliamentary election campaigns";"2017"
"2140407145529344059";"On the utility of shelters in wildfire evacuations";"2017"
"3153949499485977513";"Reconstructing an Emergency Evacuation by Ground and Air the wildfire in Fort McMurray, alberta, Canada";"2017"
"8764003488494903225";"Twenty years of accessibility improvements. The case of the Spanish motorway building programme";"2007"
"16479344353108462616";" The Addio Pizzo movement: exploring social change using agent-based modelling";"2017"
"7903976096103006039";"Eliciting the needs that underlie activity–travel patterns and their covariance structure: results of multimethod analyses";"2010"
"10397985906904154642";"A system of mathematical models for the simulation of land-use and transport interactions";"2000"
"5075367644766769481";" IMFSTAFFDISCUSSIONNOT E";"2012"
"17251461972534431370";"Retornos de la educación pública y privada: inferencia asintótica y bootstrap en medidas de desigualdad";"2009"
"599426304672742865";"Transit accessibility measures incorporating the temporal dimension";"2015"
"14582168990286788604";"The impact of future cities on commuting patterns: An agent-based approach";"2018"
"4915402943572973980";"Fundamental diagrams for pedestrian flows in a channel via an extended social force model";"2018"
"8452092766395704059";" Um Modelo Baseado em Agentes para Simular Políticas de Ordenamento de Áreas de Acolhimento Empresarial";"2016"
"1348822789968632138";" Integration of Street Vendors in Footpath Design Guidelines for an Indian City";"2014"
"17703598365963621943";"Analysis of the Effects of Traffic Signal Operation Methods";"2010"
"1748111378317051977";"A framework to specify agent-based models in geographic sciences";"2015"
"7846999130021709066";" Bringing agents into the spatial microsimulation";"NA"
"17260484823216586679";"Modeling of Passenger Evacuation Model in Transfer Hub Platform";"2010"
"1401028161893462854";"基于系统动力学的区域运输多主体利益协调";"2016"
"8734509394110599886";" Fundamentals unknown: momentum, mean-reversion and price-to-earnings trading in an artificial stock market. Economics Discussion Papers, No 2017-63";"2017"
"12282812545991753075";"Agent-based models in empirical social research";"2015"
"6946902996166680797";"厦门城市化进程中的居民食物碳消费及其环境负荷";"2013"
"18322179876709494359";"Validation of spatial microsimulation models";"2012"
"2418302159669612969";" Taxation and female labor supply in Italy";"2015"
"11411321750985045219";"Development of a Tool for an Efficient Calibration of CORSIM Models";"2014"
"5774506474328398085";" Analysis of urban growth and sprawl from remote sensing data";"2010"
"16902811489520665174";"The extended node-place model at the local scale: Evaluating the integration of land use and transport for Lisbon's subway network";"2018"
"10396538321844738507";"Ageing in Australia: Financial independence and work disincentive issues";"2004"
"1662864773021436129";" A multi-agent based pricing: A virtual stock market simulation";"2010"
"13717340243791801982";"The use of simulation models in public health with applications to substance abuse and obesity problems";"2014"
"11539751538707610698";"Lecture Notes in Economics and Mathematical Systems 591";"1975"
"10393214755160688559";"Research on grid-Based traffic simulation platform";"2006"
"16503573728207423268";" مدل‏ سازی عامل‏ گرای رفتار سهام‏ داران در بازار سرمایه ایران‎";"2018"
"17564692245329390408";"Current operational urban land‐use–transport modelling frameworks: A review";"2005"
"13389195946650990828";"Copula-Based Joint Discrete–Continuous Model of Road Vehicle Type and Shipment Size";"2017"
"4931325383046879172";"Estudio de vida pública y micro simulación peatonal en la vía PUCP, mediante observación directa, drones y VISWALK";"NA"
"469986048120241922";"Understanding the ongoing struggle for land use and transport integration: Institutional incongruence in the Dutch national planning process";"2019"
"4837093111508609866";" TRANSPORT NETWORK STRUCTURES AND OUTSKIRTS OF EUROPEAN CITIES";"NA"
"12400516746496450389";"Spatio-Temporal Analysis of Pedestrian Traffic in Ikeja Area, Lagos";"2014"
"12159436204731849794";"城市居民出行碳排放研究进展";"2015"
"13450237392095642139";"Does a circular high-speed rail network promote efficiency and spatial equity in transport accessibility? Evidence from Hainan Island, China";"2018"
"7042996520119020314";" An event-driven queue-based microsimulation of traffic flow";"2006"
"4112026786749677101";"Road pricing as an impetus for environment-friendly travel behavior: results from a stated adaptation experiment";"2009"
"4967073415880281725";"A new landscape index for quantifying urban expansion using multi-temporal remotely sensed data";"2010"
"1462986415839290408";" 14 Using a Spatial Microsimulation Model for the Estimation of the Geographical Impact of British National Government Policies";"2006"
"15524165114553758992";"Parametric Building Typologies for San Francisco Bay Area: A conceptual framework for the implementation of design code building typologies towards a parametric …";"2012"
"3339767480584169781";" Creating, updating and validating simulations in a dynamic data-driven application system";"2007"
"18022173244958939101";"The impact of local work and residential balance on vehicle miles traveled: A new direct approach";"2017"
"13017872388245172015";"Feature: In‐work Benefit Reform in a Cross‐National Perspective‐Introduction";"2009"
"1116413429854110055";" La pobreza en México y sus regiones: un análisis de impacto del programa Oportunidades en el periodo";"2011"
"2453210524145656036";"异质价格预期, 无风险利率调整与证券市场波动";"2012"
"3944401447587493984";" Simulation of Urban Area through Opus: Open Platform for Urban Simulation";"NA"
"1023560901194309025";"Modeling marginal features in studies of recurrent events in the presence of a terminal event";"2019"
"6990164236545168334";"TAPAS: A multi-agent-based model for simulation of transport chains";"2012"
"13919141098416575653";"Quantifying multi-modal public transit accessibility for large metropolitan areas: a time-dependent reliability modeling approach";"2018"
"13372977857726992601";"Assessment of model validation outcomes of a new recursive spatial equilibrium model for the Greater Beijing";"2017"
"3277176272436783654";"Interaction between vehicles and pedestrians at uncontrolled mid-block crosswalks";"2016"
"18210880249146751671";" Cellular automata-based model for simulating vehicular-pedestrian mixed flows in a congested network";"2011"
"4369598836629597388";"Grundeinkommen vs. Kombilohn: Beschäftigungs-und Finanzierungswirkungen und Unterschiede im Empfängerkreis";"2007"
"12981640217852481483";"Microscopic pedestrian simulation model combined with a tactical model for route choice behaviour";"2010"
"7701982087886957896";" The impact of regional commuter trains on property values: Price segments and income";"2016"
"5457986030314729564";"Population evacuation: evaluating spatial distribution of flood shelters and vulnerable residential units in Dhaka with geographic information systems";"2015"
"9390395424850371977";" Does competition in the housing market cause transport poverty? Interrelations of residential location choice and mobility";"2017"
"17712004929438830860";"A constrained cellular automata model to simulate the potential effects of high-speed train stations on land-use dynamics in trans-border regions";"2013"
"975682488513714561";"A spatial analysis of air transport access and the essential air service program in the United States";"2011"
"16989496773592743025";" Examination of land use models, emphasizing UrbanSim, TELUM, and suitability analysis";"2008"
"2834206805691534430";"Accessibility and complex network analysis of the US commuting system";"2013"
"6789519552782820328";" Routledge Handbook of Transport in Asia";"2018"
"13192278957832762933";"Exploring preference homogeneity and heterogeneity for proximity to urban public services";"2018"
"7303578679817051442";" Forecasting the basic inputs to transportation planning at the zonal level";"1990"
"17042829465601254772";" Modélisation macroscopique de l'évacuation des personnes en situation d'incendie";"2016"
"6372965340255626675";"Shortest path algorithms in transportation models: classical and innovative aspects";"1998"
"2804984430394631167";"A firmographic microsimulation model of small and medium-sized business establishments: application to the city of Hamilton, Canada";"2011"
"12019739383947837104";"Opportunities, barriers and challenges for implementing electronic data and information sharing frameworks in organisational response to natural disasters";"2005"
"18009242174515814744";"Firm location choice versus job location choice in microscopic simulation models";"2013"
"2855674735487396855";"Oppilatio: The Forecast of Crowd Congestions on Street Networks During Public Events";"2016"
"13683952953888786038";" Modelling in urban and regional economics";"2013"
"17712115612855788409";" Using high-level 3D Graphics library in agent-based simulation platform";"2013"
"13101290605653609284";"Mapping transit accessibility: Possibilities for public participation";"2017"
"15745382763487103571";"Assessment of changes in urban green spaces of Mashad city using satellite data";"2009"
"3039314018535761576";" Public transport lifestyle: how to promote public transport orientated behaviour?";"2012"
"4973901794663065757";" Validation and verification of multi-agent models for ecosystem management";"2003"
"15159871456460560861";"Comparing labor supply elasticities in europe and the united states new results";"2014"
"2203658513330053397";"Housing and mobility demands of individual households and their life cycle assessment";"2013"
"7251437588731951403";"Emergency Evacuation, Optimization Modeling";"2009"
"1143184586093233767";" Monitoring, mapping and modelling urban decline: A multi-scale approach for Leipzig, Germany";"2007"
"6530839434857937088";"Estimation of bid functions for location choice and price modeling with a latent variable approach";"2014"
"17034810513695205700";"Strengthening Social Cohesion in Luxembourg";"2013"
"16712464135606057273";" 土地利用マイクロシミュレーションモデルにおける空間集計・主体集計の影響分析";"2003"
"11030520681973092649";" Vybrané prístupy k hodnoteniu dopravnej dostupnosti vo vzťahu k rozvoju cestovného ruchu";"2014"
"18431659783695734802";" Agent-based modelling and geographical information systems: a practical primer";"2018"
"5413738288233052744";" 所得課税における控除の再分配効果: マイクロシミュレーションによる分析";"2012"
"17673060840035420732";"Rural structural change, poverty and income distribution: evidence from Peru";"2018"
"11843817518881479105";" THE CITY OF THE FUTURE ASSISTED BY URBAN SIMULATION MODELS/CONDUCEREA ORASULUI VIITORULUI ASISTATA DE MODELE DE SIMULARE …";"2008"
"2568805268053778683";"La Distribución del Ingreso en Chile, 1987-2006: Análisis y Consideraciones de Política";"2008"
"976546270052858708";"Wired people in wired places: Stories about machines and the geography of activity";"2011"
"10607265518752841597";" Developing a New, Market-Based Land-Use Model";"2011"
"9697535319004321223";" Earnings inequality within and across gender, racial, and ethnic groups in four Latin American countries";"2008"
"4028928506587413325";"Moving agent pedestrians through space and time";"2012"
"2530577342265664440";"Additional detail in aggregate integrated land-use models via simulating developer pro forma thinking";"2018"
"3320511593702438115";" Oppilatio+-A data and cognitive science based approach to analyze pedestrian flows in networks";"2016"
"12673480682749692953";"The New Cispadana Motorway. Impact on Industrial Buildings Property Values";"2012"
"9241095297885715779";"Understanding Transport Costs in Remote Australia";"2016"
"14566553262077658841";"Análise do impacto da morfologia urbana na demanda estimada de energia das edificações: um estudo de caso na cidade de Maceió, AL";"2013"
"14248649287607884567";" Experimentation, data collection, modeling and simulation of pedestrian dynamics";"2014"
"12507876513577160201";"Performance Analysis of Advertisement Delivery Scenario for Vehicle-Infrastructure Cooperative Communications";"2014"
"6472641619548955068";"Calibration of agent-based models in ecological economics";"2010"
"9955804905617547368";"A multi-agent planning support system for assessing the role of transportation and environmental objectives in urban planning";"2014"
"5790535516535865850";"A multifractal detrended fluctuation analysis of trading behavior of individual and institutional traders in Tehran stock market";"2011"
"15902074622331099953";"An extensible simulation environment and movement metrics for testing walking behavior in agent-based models";"2012"
"9299734252288615606";" EUROMOD: an integrated European tax-benefit model and indicators of work incentives";"2005"
"17121517663008764203";"Partisan tax policy and income inequality in the US, 1979-2007";"2013"
"17862682835312414264";" FFB Forschungsinstitut Freie Berufe";"1993"
"14211050192659339929";"Tax-benefit revealed social preferences in Europe and the US";"2014"
"16444963441446645752";" Modelling and Appraisal in Congested Transport Networks";"2016"
"8235238040776937838";" D4. 1 Development of a Novel Evaluation and Benchmarking Standard";"NA"
"11635336011878077248";" Interactions between policy effects, population characteristics and the tax-benefit system: An illustration using child poverty and child related policies in …";"2016"
"3150257567769933213";" Sprawl: A Compact History–By Robert Bruegmann";"2007"
"9070796932156982132";"The cost of equity: Assessing transit accessibility and social disparity using total travel cost";"2016"
"9398038709832076140";"Simulating queuing behaviour of pedestrians in subway stations";"2017"
"15580094369536322205";"Baseline Results From the EU28 EUROMOD: 2011–2016";"2017"
"2413997041004535714";"Community-Engaged Modeling of Geographic and Demographic Patterns of Multiple Public Health Risk Factors";"2017"
"13872620376127309061";"基于旅客行为微观仿真的大型铁路客运站售票设备配置方案评估研究";"2013"
"9941791724324539199";" Geographies of transport and mobility: Prospects and challenges in an age of climate change";"2017"
"6745282252336731140";" Latent Class Analysis of Residential and Work Location Choices";"2017"
"13824490431687756295";"Car ownership as a mediating variable in car travel behaviour research using a structural equation modelling approach to identify its dual relationship";"2010"
"7432671696818375360";"Simulating the effect of light rail on urban growth in Phoenix: An application of the UrbanSim modeling environment";"2006"
"10619211784334019857";" Changes in level of household car ownership: the role of life events and spatial context";"2016"
"6263537482391677030";" A prototype integrated transportation land-use model for the lausanne region";"2008"
"14132076248177922635";" Méthodologie, formalismes et outils de modélisation-simulation pour l'étude des systèmes complexes: application à la mobilité géographique";"2006"
"6442909371876499522";"Microsimulation of rural households";"2010"
"11249935018471021533";" From welfare to work: improving the interface of tax and social security";"1998"
"17483229414699879377";"Optimal taxation, social contract and the four worlds of welfare capitalism";"2008"
"6282200711887738534";" Behavioral assumptions in evacuation time estimate analysis";"2007"
"1558830768483758756";"Robust calibration of macroscopic traffic simulation models using stochastic collocation";"2015"
"6653633956162770488";" THE EFFECT OF FUEL PRICE INCREASE ON TRANSPORT COST OF CONTAINER TRANSPORT VEHICLES";"2018"
"529598832057249068";"Possibility of Microsimulation Models Calibration–Case Study in the City of Split";"2012"
"17222609130692524859";" Social activity-travel patters: the role of personal networks and communication technology";"2012"
"6293733396099582127";" Online-Simulation für Personenströme in einem Frühwarnsystem";"NA"
"10780692300125979785";"Dynamic cell transmission–based pedestrian model with multidirectional flows and strategic route choices";"2007"
"13177686531095109194";"A chronicle of scientific planning: the Anglo-American modeling experience";"1994"
"8978046542460813615";" The Multi-representation of space-time information";"2008"
"17604023619431682378";"Advances in urban and environmental modeling: Surveying the terrain and demarcating frontiers";"2003"
"13948373325002899556";" TRESIS: application of transport and environmental strategic impact simulator to Sydney, Australia";"2004"
"15006981626219330986";"Vehicular networks on two Madrid highways";"2014"
"18051107099088678165";" El impacto en los primeros años de aplicación del programa Oportunidades por tipo de pobreza en México y Baja California, 2002-2006";"2014"
"8322294498562346006";"A trip chain order model for simulating urban freight restocking";"2012"
"11599357785458623740";" ECTL Working Paper";"2009"
"2104791787160329631";"Residential property developers in urban agent-based models: Competition, behaviour and the resulting spatial landscape";"2010"
"17069463641391432386";"Toward a spatial-temporal measure of land-use mix";"2016"
"8649790551713683478";"Evaluating water demands under climate change and transitions in the urban environment";"2010"
"6126807263289623445";"Benefit incidence of urban ring road—theory and case study of the Gifu ring road";"1993"
"1450585578155694230";"STUDY ON DYNAMIC PARAMETERS MODEL OF MICROSCOPIC PEDESTRIAN SIMULATION";"2012"
"1020290890949224403";" Evaluation of Road Network Topological Pattern in Abuja Municipality, Nigeria";"NA"
"5576111965068530993";"Multidestination Pedestrian Flows in Equilibrium: A Cellular Automaton‐Based Approach";"2016"
"16796998730978215759";"Pattern recognition based microsimulation calibration and innovative traffic representations";"2008"
"1392346129472738323";"Employment in Poland 2011-Poverty and jobs";"2013"
"11803180833317911667";"Modeling exchange rate behavior with a genetic algorithm";"2003"
"8528529264842769961";" Agents switching between two trading behaviors and the stylized facts of financial markets.";"2004"
"4495707940019707584";"Data-driven human mobility modeling: a survey and engineering guidance for mobile networking";"2016"
"16912572665160298903";"基于元胞自动机的多自主体人员行为模型及其在性能化设计中的应用";"2003"
"14676357354675261691";"Spatial (Im) mobility and Accessibility in I reland: Implications for Transport Policy";"2012"
"7931269927817969819";" Reconciling household residential location choices and neighborhood dynamics";"2006"
"1102037178583597513";" Estimasi Volatilitas Return Harga Kakao Menggunakan Model ARCH dan GARCH";"2013"
"10945526853286397641";"Structural Labour Supply Models and Microsimulation";"2018"
"589521517183950840";" Transport and location in integrated spatial models";"1987"
"18390538230380927174";" Planning for the next generation: developing a generic social science model for UK planning in the next 10-15 years";"NA"
"13881444901580641508";" Accessibility contour measures in case study of Krakow";"2014"
"10987512062863369649";"Assessing equity in transport accessibility to work and study: The Bogotá region";"2017"
"10050821353884305028";"轨道交通与都市圈空间体系耦合关系研究";"2013"
"1180071595870536832";"Data-driven fundamental models for pedestrian movements";"2017"
"5712345577146607292";"Transition strategies in fundamental tax reform";"2012"
"16400485092535091314";"Schätzung der Wahrscheinlichkeiten von Übergängen zwischen Landnutzungstypen im Grossraum Zürich zur Verwendung in UrbanSim: Forschungsprojekt …";"2006"
"6045435788199824059";"Client-server based transmission scheme over GSM network for MEDTOC with patient classification";"2012"
"18390613386670128593";"The Shortage-Surplus Paradox: A Literature Review of Primary Health Care Accessibility";"2013"
"14700098437062892655";"An Agent-Oriented Simulation Modelling Research on Unidirectional Pedestrian Flow";"2007"
"2538346154659540634";"Methodological and political issues in the Lebanese planning experiences";"2004"
"1914545765136623382";" Railway Management and Engineering";"2006"
"15713208203996799914";" Onderzoek naar de relatie tussen locatiebeleid en duurzame mobiliteit voor woonwerkverplaatsingen";"2007"
"15886914503191873903";"Calibration of VISSIM for bus rapid transit systems in Beijing using GPS data";"2006"
"3982912448397528515";"An approach to integrate inter-dependent simulations using HLA with applications to sustainable urban development";"2016"
"734764034384528978";"Doing it 'ourselves': Civic initiative and self-governance in spatial planning";"2018"
"4031728693594365654";"The role of multidirectional temporal analysis in scenario planning exercises and Planning Support Systems";"2017"
"3763016824344567648";"A hierarchical agent-based simulation for modeling traveler behaviors";"2013"
"3473646622671770713";"Un modelo de simulación de los flujos de migración interna de México: aplicación empírica de un modelo de interacción espacial";"1996"
